Src,Dst,LR
WNT5A,FZD6,WNT5A_FZD6
WNT5A,FZD7,WNT5A_FZD7
WNT5A,LRP5,WNT5A_LRP5
WNT5A,LRP6,WNT5A_LRP6
WNT5A,LDLR,WNT5A_LDLR
WNT5A,ADRB2,WNT5A_ADRB2
WNT5A,RYK,WNT5A_RYK
WNT5A,MCAM,WNT5A_MCAM
WNT5A,LRP2,WNT5A_LRP2
WNT5A,ROR1,WNT5A_ROR1
WNT5A,ROR2,WNT5A_ROR2
WNT5A,PTK7,WNT5A_PTK7
WNT5A,FZD5,WNT5A_FZD5
WNT5A,FZD2,WNT5A_FZD2
WNT5A,PTPRK,WNT5A_PTPRK
WNT5A,EPHA7,WNT5A_EPHA7
WNT5A,FZD8,WNT5A_FZD8
WNT5A,ANTXR1,WNT5A_ANTXR1
WNT5A,FZD3,WNT5A_FZD3
WNT5A,FZD4,WNT5A_FZD4
WNT5A,FZD10,WNT5A_FZD10
CXCL5,ADRA2A,CXCL5_ADRA2A
CXCL5,CXCR1,CXCL5_CXCR1
CXCL5,CXCR2,CXCL5_CXCR2
CXCL5,MTNR1A,CXCL5_MTNR1A
CXCL5,GRM7,CXCL5_GRM7
CXCL5,ACKR1,CXCL5_ACKR1
XCL1,XCR1,XCL1_XCR1
XCL1,ADGRV1,XCL1_ADGRV1
CXCL12,CD4,CXCL12_CD4
CXCL12,ITGB3,CXCL12_ITGB3
CXCL12,ITGB1,CXCL12_ITGB1
CXCL12,ITGAV,CXCL12_ITGAV
CXCL12,ITGA5,CXCL12_ITGA5
CXCL12,ITGA4,CXCL12_ITGA4
CXCL12,ACKR3,CXCL12_ACKR3
CXCL12,AVPR1A,CXCL12_AVPR1A
CXCL12,MTNR1A,CXCL12_MTNR1A
CXCL12,CXCR3,CXCL12_CXCR3
CXCL12,CCR4,CXCL12_CCR4
CXCL12,CXCR4,CXCL12_CXCR4
CXCL12,GRM7,CXCL12_GRM7
NMU,ADRA2A,NMU_ADRA2A
NMU,MTNR1A,NMU_MTNR1A
NMU,GRM7,NMU_GRM7
NMU,NMUR2,NMU_NMUR2
NMU,NMUR1,NMU_NMUR1
CCN3,NOTCH1,CCN3_NOTCH1
CCN3,PLXNA1,CCN3_PLXNA1
PGF,FLT1&KDR,PGF_FLT1&KDR
PGF,NRP1,PGF_NRP1
PGF,NRP2,PGF_NRP2
VEGFB,FLT1&KDR,VEGFB_FLT1&KDR
VEGFB,NRP1,VEGFB_NRP1
VEGFB,ADRB2,VEGFB_ADRB2
VEGFB,RET,VEGFB_RET
VEGFC,FLT4&KDR,VEGFC_FLT4&KDR
VEGFC,NRP2,VEGFC_NRP2
VEGFC,ITGB1,VEGFC_ITGB1
VEGFC,FLT1,VEGFC_FLT1
VEGFC,VIPR2,VEGFC_VIPR2
VEGFC,ITGA9,VEGFC_ITGA9
VEGFC,LYVE1,VEGFC_LYVE1
INSL3,RAMP2,INSL3_RAMP2
INSL3,RAMP3,INSL3_RAMP3
INSL3,ADRB2,INSL3_ADRB2
INSL3,ADRB3,INSL3_ADRB3
INSL3,TSHR,INSL3_TSHR
INSL3,VIPR1,INSL3_VIPR1
INSL3,ADCYAP1R1,INSL3_ADCYAP1R1
INSL3,PTH1R,INSL3_PTH1R
INSL3,RXFP4,INSL3_RXFP4
INSL3,RXFP2,INSL3_RXFP2
INSL3,GPR20,INSL3_GPR20
INSL3,RXFP1,INSL3_RXFP1
INSL3,GPR84,INSL3_GPR84
INSL3,RXFP3,INSL3_RXFP3
CCL11,CCR2,CCL11_CCR2
CCL11,CXCR3,CCL11_CXCR3
CCL11,CCR3,CCL11_CCR3
CCL11,CCR5,CCL11_CCR5
CCL11,ACKR1,CCL11_ACKR1
CCL11,ACKR4,CCL11_ACKR4
LUM,ITGB1,LUM_ITGB1
COPA,CD74,COPA_CD74
COPA,NTRK1,COPA_NTRK1
COPA,MTNR1B,COPA_MTNR1B
COPA,P2RY6,COPA_P2RY6
SLURP1,CHRNA3,SLURP1_CHRNA3
MFAP2,NOTCH1,MFAP2_NOTCH1
APOC4,VLDLR,APOC4_VLDLR
FGF8,FGFR1,FGF8_FGFR1
FGF8,FGFR2,FGF8_FGFR2
FGF8,FGFR4,FGF8_FGFR4
FGF8,FGFR3,FGF8_FGFR3
FGF8,FGFRL1,FGF8_FGFRL1
UCN,CRHR1,UCN_CRHR1
UCN,CRHR2,UCN_CRHR2
INHBC,ACVR1B&ACVR2A,INHBC_ACVR1B&ACVR2A
INHBC,ACVR1C&ACVR2A,INHBC_ACVR1C&ACVR2A
INHBC,ACVR1B&ACVR2B,INHBC_ACVR1B&ACVR2B
INHBC,ACVR1C&ACVR2B,INHBC_ACVR1C&ACVR2B
INHBC,ACVR1,INHBC_ACVR1
GDF10,ACVR1B&ACVR2A,GDF10_ACVR1B&ACVR2A
GDF10,ACVR1B&ACVR2B,GDF10_ACVR1B&ACVR2B
CCL23,FPR2,CCL23_FPR2
CCL23,CCR1,CCL23_CCR1
CCL18,CCR1,CCL18_CCR1
CCL18,CCR3,CCL18_CCR3
CCL18,CCR8,CCL18_CCR8
CCL18,ACKR1,CCL18_ACKR1
WNT3,FZD9&LRP5,WNT3_FZD9&LRP5
WNT3,FZD9&LRP6,WNT3_FZD9&LRP6
WNT3,FZD6&LRP5,WNT3_FZD6&LRP5
WNT3,FZD6&LRP6,WNT3_FZD6&LRP6
WNT3,FZD7&LRP5,WNT3_FZD7&LRP5
WNT3,FZD7&LRP6,WNT3_FZD7&LRP6
WNT3,FZD5&LRP5,WNT3_FZD5&LRP5
WNT3,FZD2&LRP5,WNT3_FZD2&LRP5
WNT3,FZD8&LRP5,WNT3_FZD8&LRP5
WNT3,FZD3&LRP5,WNT3_FZD3&LRP5
WNT3,FZD4&LRP5,WNT3_FZD4&LRP5
WNT3,FZD10&LRP5,WNT3_FZD10&LRP5
WNT3,FZD1&LRP5,WNT3_FZD1&LRP5
WNT3,FZD5&LRP6,WNT3_FZD5&LRP6
WNT3,FZD2&LRP6,WNT3_FZD2&LRP6
WNT3,FZD8&LRP6,WNT3_FZD8&LRP6
WNT3,FZD3&LRP6,WNT3_FZD3&LRP6
WNT3,FZD4&LRP6,WNT3_FZD4&LRP6
WNT3,FZD10&LRP6,WNT3_FZD10&LRP6
WNT3,FZD1&LRP6,WNT3_FZD1&LRP6
WNT3,RYK,WNT3_RYK
WNT3,ROR2,WNT3_ROR2
WNT3A,FZD9&LRP5,WNT3A_FZD9&LRP5
WNT3A,FZD9&LRP6,WNT3A_FZD9&LRP6
WNT3A,FZD6&LRP5,WNT3A_FZD6&LRP5
WNT3A,FZD6&LRP6,WNT3A_FZD6&LRP6
WNT3A,FZD7&LRP5,WNT3A_FZD7&LRP5
WNT3A,FZD7&LRP6,WNT3A_FZD7&LRP6
WNT3A,FZD5&LRP5,WNT3A_FZD5&LRP5
WNT3A,FZD2&LRP5,WNT3A_FZD2&LRP5
WNT3A,FZD8&LRP5,WNT3A_FZD8&LRP5
WNT3A,FZD3&LRP5,WNT3A_FZD3&LRP5
WNT3A,FZD4&LRP5,WNT3A_FZD4&LRP5
WNT3A,FZD10&LRP5,WNT3A_FZD10&LRP5
WNT3A,FZD1&LRP5,WNT3A_FZD1&LRP5
WNT3A,FZD5&LRP6,WNT3A_FZD5&LRP6
WNT3A,FZD2&LRP6,WNT3A_FZD2&LRP6
WNT3A,FZD8&LRP6,WNT3A_FZD8&LRP6
WNT3A,FZD3&LRP6,WNT3A_FZD3&LRP6
WNT3A,FZD4&LRP6,WNT3A_FZD4&LRP6
WNT3A,FZD10&LRP6,WNT3A_FZD10&LRP6
WNT3A,FZD1&LRP6,WNT3A_FZD1&LRP6
WNT3A,LGR5,WNT3A_LGR5
WNT3A,ATP6AP2,WNT3A_ATP6AP2
WNT3A,RYK,WNT3A_RYK
WNT3A,ROR1,WNT3A_ROR1
WNT3A,LRP1,WNT3A_LRP1
WNT3A,APCDD1,WNT3A_APCDD1
WNT4,FZD9&LRP5,WNT4_FZD9&LRP5
WNT4,FZD9&LRP6,WNT4_FZD9&LRP6
WNT4,FZD6&LRP5,WNT4_FZD6&LRP5
WNT4,FZD6&LRP6,WNT4_FZD6&LRP6
WNT4,FZD7&LRP5,WNT4_FZD7&LRP5
WNT4,FZD7&LRP6,WNT4_FZD7&LRP6
WNT4,FZD5&LRP5,WNT4_FZD5&LRP5
WNT4,FZD2&LRP5,WNT4_FZD2&LRP5
WNT4,FZD8&LRP5,WNT4_FZD8&LRP5
WNT4,FZD3&LRP5,WNT4_FZD3&LRP5
WNT4,FZD4&LRP5,WNT4_FZD4&LRP5
WNT4,FZD10&LRP5,WNT4_FZD10&LRP5
WNT4,FZD1&LRP5,WNT4_FZD1&LRP5
WNT4,FZD5&LRP6,WNT4_FZD5&LRP6
WNT4,FZD2&LRP6,WNT4_FZD2&LRP6
WNT4,FZD8&LRP6,WNT4_FZD8&LRP6
WNT4,FZD3&LRP6,WNT4_FZD3&LRP6
WNT4,FZD4&LRP6,WNT4_FZD4&LRP6
WNT4,FZD10&LRP6,WNT4_FZD10&LRP6
WNT4,FZD1&LRP6,WNT4_FZD1&LRP6
WNT4,NOTCH1,WNT4_NOTCH1
WNT4,SMO,WNT4_SMO
WNT7B,FZD9&LRP5,WNT7B_FZD9&LRP5
WNT7B,FZD9&LRP6,WNT7B_FZD9&LRP6
WNT7B,FZD6&LRP5,WNT7B_FZD6&LRP5
WNT7B,FZD6&LRP6,WNT7B_FZD6&LRP6
WNT7B,FZD7&LRP5,WNT7B_FZD7&LRP5
WNT7B,FZD7&LRP6,WNT7B_FZD7&LRP6
WNT7B,FZD5&LRP5,WNT7B_FZD5&LRP5
WNT7B,FZD2&LRP5,WNT7B_FZD2&LRP5
WNT7B,FZD8&LRP5,WNT7B_FZD8&LRP5
WNT7B,FZD3&LRP5,WNT7B_FZD3&LRP5
WNT7B,FZD4&LRP5,WNT7B_FZD4&LRP5
WNT7B,FZD10&LRP5,WNT7B_FZD10&LRP5
WNT7B,FZD1&LRP5,WNT7B_FZD1&LRP5
WNT7B,FZD5&LRP6,WNT7B_FZD5&LRP6
WNT7B,FZD2&LRP6,WNT7B_FZD2&LRP6
WNT7B,FZD8&LRP6,WNT7B_FZD8&LRP6
WNT7B,FZD3&LRP6,WNT7B_FZD3&LRP6
WNT7B,FZD4&LRP6,WNT7B_FZD4&LRP6
WNT7B,FZD10&LRP6,WNT7B_FZD10&LRP6
WNT7B,FZD1&LRP6,WNT7B_FZD1&LRP6
INHBE,ACVR1B&ACVR2A,INHBE_ACVR1B&ACVR2A
INHBE,ACVR1C&ACVR2A,INHBE_ACVR1C&ACVR2A
INHBE,ACVR1B&ACVR2B,INHBE_ACVR1B&ACVR2B
INHBE,ACVR1C&ACVR2B,INHBE_ACVR1C&ACVR2B
PROK1,PROKR2,PROK1_PROKR2
PROK1,PROKR1,PROK1_PROKR1
NXPH1,NRXN1,NXPH1_NRXN1
NXPH1,NRXN3,NXPH1_NRXN3
NXPH1,NRXN2,NXPH1_NRXN2
FAM3B,LRP5,FAM3B_LRP5
DEFB1,CCR6,DEFB1_CCR6
IL2,IL2RA&IL2RB&IL2RG,IL2_IL2RA&IL2RB&IL2RG
IL2,IL2RB&IL2RG,IL2_IL2RB&IL2RG
IL2,IL20RA&IL20RB&IL2RG,IL2_IL20RA&IL20RB&IL2RG
IL2,NGFR,IL2_NGFR
IL2,CD53,IL2_CD53
SST,ADRA2A,SST_ADRA2A
SST,SSTR1,SST_SSTR1
SST,SSTR2,SST_SSTR2
SST,SSTR4,SST_SSTR4
SST,SSTR3,SST_SSTR3
SST,SSTR5,SST_SSTR5
SST,MTNR1A,SST_MTNR1A
SST,GRM7,SST_GRM7
OSTN,NPR3,OSTN_NPR3
TGFB2,ACVR1B&TGFBR2,TGFB2_ACVR1B&TGFBR2
TGFB2,TGFBR1&TGFBR2,TGFB2_TGFBR1&TGFBR2
TGFB2,ACVR1&TGFBR1&TGFBR2,TGFB2_ACVR1&TGFBR1&TGFBR2
TGFB2,ACVR1&TGFBR2,TGFB2_ACVR1&TGFBR2
TGFB2,ACVR1C&TGFBR2,TGFB2_ACVR1C&TGFBR2
TGFB2,TGFBR3,TGFB2_TGFBR3
YBX1,NOTCH1,YBX1_NOTCH1
CX3CL1,ITGB3,CX3CL1_ITGB3
CX3CL1,ITGAV,CX3CL1_ITGAV
CX3CL1,CX3CR1,CX3CL1_CX3CR1
CCL20,ADRA2A,CCL20_ADRA2A
CCL20,MTNR1A,CCL20_MTNR1A
CCL20,CXCR3,CCL20_CXCR3
CCL20,CCR6,CCL20_CCR6
CCL20,GRM7,CCL20_GRM7
CCL20,ACKR4,CCL20_ACKR4
CCL8,CCR1,CCL8_CCR1
CCL8,CCR2,CCL8_CCR2
CCL8,CCR3,CCL8_CCR3
CCL8,CCR5,CCL8_CCR5
CCL8,ACKR1,CCL8_ACKR1
CCL8,ACKR4,CCL8_ACKR4
CCL7,CCR1,CCL7_CCR1
CCL7,CCR2,CCL7_CCR2
CCL7,CCR10,CCL7_CCR10
CCL7,CXCR3,CCL7_CXCR3
CCL7,CCR3,CCL7_CCR3
CCL7,CCR5,CCL7_CCR5
CCL7,ACKR1,CCL7_ACKR1
CCL7,ACKR4,CCL7_ACKR4
CXCL6,ADRA2A,CXCL6_ADRA2A
CXCL6,CXCR1,CXCL6_CXCR1
CXCL6,CXCR2,CXCL6_CXCR2
CXCL6,MTNR1A,CXCL6_MTNR1A
CXCL6,GRM7,CXCL6_GRM7
CXCL6,ACKR1,CXCL6_ACKR1
S100A12,TLR4,S100A12_TLR4
S100A12,CD36,S100A12_CD36
PRLH,PRLHR,PRLH_PRLHR
DEFB103A,CCR2,DEFB103A_CCR2
DEFB103A,CCR6,DEFB103A_CCR6
QRFP,P2RY14,QRFP_P2RY14
QRFP,QRFPR,QRFP_QRFPR
FBLN2,ITGB3,FBLN2_ITGB3
NDP,LGR4,NDP_LGR4
NDP,FZD4,NDP_FZD4
GUCA2A,GUCY2C,GUCA2A_GUCY2C
TFF2,CXCR4,TFF2_CXCR4
COL10A1,ITGA10&ITGB1,COL10A1_ITGA10&ITGB1
COL10A1,ITGA2&ITGB1,COL10A1_ITGA2&ITGB1
COL10A1,ITGA1&ITGB1,COL10A1_ITGA1&ITGB1
COL10A1,ITGA11&ITGB1,COL10A1_ITGA11&ITGB1
COL16A1,ITGA10&ITGB1,COL16A1_ITGA10&ITGB1
COL16A1,ITGA2&ITGB1,COL16A1_ITGA2&ITGB1
COL16A1,ITGA1&ITGB1,COL16A1_ITGA1&ITGB1
COL16A1,ITGA11&ITGB1,COL16A1_ITGA11&ITGB1
CXCL9,ADRA2A,CXCL9_ADRA2A
CXCL9,FCGR2A,CXCL9_FCGR2A
CXCL9,KIR2DL3,CXCL9_KIR2DL3
CXCL9,MTNR1A,CXCL9_MTNR1A
CXCL9,CXCR3,CXCL9_CXCR3
CXCL9,CCR3,CXCL9_CCR3
CXCL9,GRM7,CXCL9_GRM7
CXCL9,ACKR1,CXCL9_ACKR1
TFF3,ACKR3,TFF3_ACKR3
TFF3,CXCR4,TFF3_CXCR4
LGALS3BP,ITGB1,LGALS3BP_ITGB1
LGALS3BP,CD33,LGALS3BP_CD33
MFGE8,ITGB3,MFGE8_ITGB3
MFGE8,ITGAV,MFGE8_ITGAV
MFGE8,PDGFRB,MFGE8_PDGFRB
FGL1,EGFR,FGL1_EGFR
FGL1,LAG3,FGL1_LAG3
EFEMP1,EGFR,EFEMP1_EGFR
AIMP1,NTRK1,AIMP1_NTRK1
IL24,IL20RB&IL22RA1,IL24_IL20RB&IL22RA1
IL24,IL20RA&IL20RB,IL24_IL20RA&IL20RB
IL24,NOTCH2,IL24_NOTCH2
IL24,IL10RB,IL24_IL10RB
SEMA3B,NRP1&PLXNA2,SEMA3B_NRP1&PLXNA2
SEMA3B,NRP1&PLXNA3,SEMA3B_NRP1&PLXNA3
SEMA3B,NRP1&PLXNA4,SEMA3B_NRP1&PLXNA4
SEMA3B,NRP1&PLXNA1,SEMA3B_NRP1&PLXNA1
SEMA3B,NRP2&PLXNA2,SEMA3B_NRP2&PLXNA2
SEMA3B,NRP2&PLXNA3,SEMA3B_NRP2&PLXNA3
SEMA3B,NRP2&PLXNA4,SEMA3B_NRP2&PLXNA4
SEMA3B,NRP2&PLXNA1,SEMA3B_NRP2&PLXNA1
IL15RA,AXL,IL15RA_AXL
SEMA3F,NRP2&PLXNA2,SEMA3F_NRP2&PLXNA2
SEMA3F,NRP2&PLXNA3,SEMA3F_NRP2&PLXNA3
SEMA3F,NRP2&PLXNA4,SEMA3F_NRP2&PLXNA4
SEMA3F,NRP2&PLXNA1,SEMA3F_NRP2&PLXNA1
SEMA3F,NRP1,SEMA3F_NRP1
PNOC,ADRA2A,PNOC_ADRA2A
PNOC,OPRL1,PNOC_OPRL1
PNOC,MTNR1A,PNOC_MTNR1A
PNOC,GRM7,PNOC_GRM7
IL16,CD4,IL16_CD4
IL16,CCR5,IL16_CCR5
IL18,IL18R1&IL18RAP,IL18_IL18R1&IL18RAP
IL18,IL18&IL18R1&IL18RAP,IL18_IL18&IL18R1&IL18RAP
IL18,IL1RL2,IL18_IL1RL2
IL18,IL1RAPL1,IL18_IL1RAPL1
GAS6,AXL,GAS6_AXL
GAS6,TYRO3,GAS6_TYRO3
GAS6,MERTK,GAS6_MERTK
CSHL1,GHR,CSHL1_GHR
CSHL1,PRLR,CSHL1_PRLR
SEMA3A,NRP1&PLXNA2,SEMA3A_NRP1&PLXNA2
SEMA3A,NRP1&PLXNA3,SEMA3A_NRP1&PLXNA3
SEMA3A,NRP1&PLXNA4,SEMA3A_NRP1&PLXNA4
SEMA3A,NRP1&PLXNA1,SEMA3A_NRP1&PLXNA1
SEMA3A,NRP2,SEMA3A_NRP2
IHH,PTCH1&SMO,IHH_PTCH1&SMO
IHH,PTCH2&SMO,IHH_PTCH2&SMO
IHH,CDON,IHH_CDON
IHH,BOC,IHH_BOC
COL19A1,ITGA10&ITGB1,COL19A1_ITGA10&ITGB1
COL19A1,ITGA2&ITGB1,COL19A1_ITGA2&ITGB1
COL19A1,ITGA1&ITGB1,COL19A1_ITGA1&ITGB1
COL19A1,ITGA11&ITGB1,COL19A1_ITGA11&ITGB1
POSTN,ITGAV&ITGB3,POSTN_ITGAV&ITGB3
POSTN,ITGAV&ITGB5,POSTN_ITGAV&ITGB5
POSTN,PTK7,POSTN_PTK7
ANGPT1,ITGB1,ANGPT1_ITGB1
ANGPT1,ITGA5,ANGPT1_ITGA5
ANGPT1,TIE1,ANGPT1_TIE1
ANGPT1,TEK,ANGPT1_TEK
SHH,PTCH1&SMO,SHH_PTCH1&SMO
SHH,PTCH2&SMO,SHH_PTCH2&SMO
SHH,GPC1,SHH_GPC1
SHH,GPC5,SHH_GPC5
SHH,LRP2,SHH_LRP2
SHH,CDON,SHH_CDON
SHH,BOC,SHH_BOC
FCN2,LRP1,FCN2_LRP1
KISS1,KISS1R,KISS1_KISS1R
ADIPOQ,GPR42,ADIPOQ_GPR42
ADIPOQ,ASGR2,ADIPOQ_ASGR2
ADIPOQ,CNR2,ADIPOQ_CNR2
ADIPOQ,ADIPOR2,ADIPOQ_ADIPOR2
ADIPOQ,PROKR2,ADIPOQ_PROKR2
ADIPOQ,GPR152,ADIPOQ_GPR152
ADIPOQ,ADIPOR1,ADIPOQ_ADIPOR1
ADIPOQ,CLEC2D,ADIPOQ_CLEC2D
ECM1,ITGB4,ECM1_ITGB4
CTF1,IL6ST&LIFR,CTF1_IL6ST&LIFR
CCL14,CCR1,CCL14_CCR1
CCL14,CCR3,CCL14_CCR3
CCL14,CCR5,CCL14_CCR5
CCL14,ACKR1,CCL14_ACKR1
GUCA2B,GUCY2C,GUCA2B_GUCY2C
CCL15,CCR1,CCL15_CCR1
CCL15,CCR3,CCL15_CCR3
MIA,CDH7,MIA_CDH7
COL24A1,ITGA10&ITGB1,COL24A1_ITGA10&ITGB1
COL24A1,ITGA2&ITGB1,COL24A1_ITGA2&ITGB1
COL24A1,ITGA1&ITGB1,COL24A1_ITGA1&ITGB1
COL24A1,ITGA11&ITGB1,COL24A1_ITGA11&ITGB1
MSMP,CCR2,MSMP_CCR2
RSPO4,LGR5&LRP5,RSPO4_LGR5&LRP5
RSPO4,LGR4&LRP5,RSPO4_LGR4&LRP5
RSPO4,LGR5&LRP6,RSPO4_LGR5&LRP6
RSPO4,LGR4&LRP6,RSPO4_LGR4&LRP6
RSPO4,LGR6,RSPO4_LGR6
RSPO1,LGR5,RSPO1_LGR5
RSPO1,LRP6,RSPO1_LRP6
RSPO1,LGR4,RSPO1_LGR4
RSPO1,FZD8,RSPO1_FZD8
RSPO1,LGR6,RSPO1_LGR6
COL28A1,ITGA10&ITGB1,COL28A1_ITGA10&ITGB1
COL28A1,ITGA2&ITGB1,COL28A1_ITGA2&ITGB1
COL28A1,ITGA1&ITGB1,COL28A1_ITGA1&ITGB1
COL28A1,ITGA11&ITGB1,COL28A1_ITGA11&ITGB1
ERFE,LRP1,ERFE_LRP1
NMS,ADRA2A,NMS_ADRA2A
NMS,MTNR1A,NMS_MTNR1A
NMS,GRM7,NMS_GRM7
NMS,NMUR2,NMS_NMUR2
NMS,NMUR1,NMS_NMUR1
SIRPB2,CD47,SIRPB2_CD47
ARTN,GFRA3&RET,ARTN_GFRA3&RET
ARTN,GFRA1&RET,ARTN_GFRA1&RET
ARTN,GFRA2,ARTN_GFRA2
IL31,IL31RA&OSMR,IL31_IL31RA&OSMR
GDF6,ACVR2A&BMPR1B,GDF6_ACVR2A&BMPR1B
GDF6,ACVR2B&BMPR1B,GDF6_ACVR2B&BMPR1B
GDF6,BMPR1B&BMPR2,GDF6_BMPR1B&BMPR2
GDF6,ACVR2A&BMPR1A,GDF6_ACVR2A&BMPR1A
GDF6,ACVR2B&BMPR1A,GDF6_ACVR2B&BMPR1A
GDF6,BMPR1A&BMPR2,GDF6_BMPR1A&BMPR2
IGFL1,IGFLR1,IGFL1_IGFLR1
IGFL2,IGFLR1,IGFL2_IGFLR1
ENHO,GPR19,ENHO_GPR19
VSTM1,LAMP1,VSTM1_LAMP1
VSTM1,ADGRG3,VSTM1_ADGRG3
ALKAL2,LTK,ALKAL2_LTK
ALKAL2,ALK,ALKAL2_ALK
IGFL3,IGFLR1,IGFL3_IGFLR1
ALKAL1,LTK,ALKAL1_LTK
ALKAL1,ALK,ALKAL1_ALK
RSPO2,LGR5,RSPO2_LGR5
RSPO2,RNF43,RSPO2_RNF43
RSPO2,LGR4,RSPO2_LGR4
RSPO2,LGR6,RSPO2_LGR6
SOSTDC1,LRP4,SOSTDC1_LRP4
SOSTDC1,LRP5,SOSTDC1_LRP5
SOSTDC1,LRP6,SOSTDC1_LRP6
IL34,PTPRZ1,IL34_PTPRZ1
UTS2B,SSTR5,UTS2B_SSTR5
UTS2B,UTS2R,UTS2B_UTS2R
ADM2,RAMP1,ADM2_RAMP1
ADM2,RAMP2,ADM2_RAMP2
ADM2,RAMP3,ADM2_RAMP3
ADM2,ADRB2,ADM2_ADRB2
ADM2,ADRB3,ADM2_ADRB3
ADM2,TSHR,ADM2_TSHR
ADM2,VIPR1,ADM2_VIPR1
ADM2,ADCYAP1R1,ADM2_ADCYAP1R1
ADM2,PTH1R,ADM2_PTH1R
ADM2,CALCRL,ADM2_CALCRL
ADM2,GPR20,ADM2_GPR20
ADM2,GPR84,ADM2_GPR84
GDF7,ACVR2A&BMPR1B,GDF7_ACVR2A&BMPR1B
GDF7,ACVR2B&BMPR1B,GDF7_ACVR2B&BMPR1B
GDF7,BMPR1B&BMPR2,GDF7_BMPR1B&BMPR2
GDF7,ACVR2A&BMPR1A,GDF7_ACVR2A&BMPR1A
GDF7,ACVR2B&BMPR1A,GDF7_ACVR2B&BMPR1A
GDF7,BMPR1A&BMPR2,GDF7_BMPR1A&BMPR2
BMP8A,ACVR2A&BMPR1B,BMP8A_ACVR2A&BMPR1B
BMP8A,ACVR2B&BMPR1B,BMP8A_ACVR2B&BMPR1B
BMP8A,BMPR1B&BMPR2,BMP8A_BMPR1B&BMPR2
BMP8A,ACVR2A&BMPR1A,BMP8A_ACVR2A&BMPR1A
BMP8A,ACVR1&ACVR2A,BMP8A_ACVR1&ACVR2A
BMP8A,ACVR2B&BMPR1A,BMP8A_ACVR2B&BMPR1A
BMP8A,BMPR1A&BMPR2,BMP8A_BMPR1A&BMPR2
BMP8A,ACVR1&ACVR2B,BMP8A_ACVR1&ACVR2B
BMP8A,ACVR1&BMPR2,BMP8A_ACVR1&BMPR2
BMP8A,TGFBR1,BMP8A_TGFBR1
BMP8A,TGFBR2,BMP8A_TGFBR2
TAC4,TACR2,TAC4_TACR2
IFNE,IFNAR1&IFNAR2,IFNE_IFNAR1&IFNAR2
IFNE,ADGRV1,IFNE_ADGRV1
GPHB5,TSHR,GPHB5_TSHR
IFNL1,IFNLR1&IL10RB,IFNL1_IFNLR1&IL10RB
SFTPA1,TLR2,SFTPA1_TLR2
COL27A1,ITGA10&ITGB1,COL27A1_ITGA10&ITGB1
COL27A1,ITGA2&ITGB1,COL27A1_ITGA2&ITGB1
COL27A1,ITGA1&ITGB1,COL27A1_ITGA1&ITGB1
COL27A1,ITGA11&ITGB1,COL27A1_ITGA11&ITGB1
IFNL3,IFNLR1&IL10RB,IFNL3_IFNLR1&IL10RB
IFNL3,IFNL3&IFNLR1&IL10RB,IFNL3_IFNL3&IFNLR1&IL10RB
IFNL2,IFNLR1&IL10RB,IFNL2_IFNLR1&IL10RB
LGI2,ADAM23,LGI2_ADAM23
DEFB106B,CCR2,DEFB106B_CCR2
LGI4,ADAM23,LGI4_ADAM23
LGI3,ADAM23,LGI3_ADAM23
NPW,ADRA2A,NPW_ADRA2A
NPW,MTNR1A,NPW_MTNR1A
NPW,NPBWR1,NPW_NPBWR1
NPW,NPBWR2,NPW_NPBWR2
NPW,GRM7,NPW_GRM7
FNDC5,ITGAV,FNDC5_ITGAV
FNDC5,ITGB5,FNDC5_ITGB5
DRAXIN,DCC,DRAXIN_DCC
PCSK9,LDLR,PCSK9_LDLR
PCSK9,VLDLR,PCSK9_VLDLR
PCSK9,APLP2,PCSK9_APLP2
PCSK9,LRP1,PCSK9_LRP1
COL22A1,ITGA10&ITGB1,COL22A1_ITGA10&ITGB1
COL22A1,ITGA2&ITGB1,COL22A1_ITGA2&ITGB1
COL22A1,ITGA1&ITGB1,COL22A1_ITGA1&ITGB1
COL22A1,ITGA11&ITGB1,COL22A1_ITGA11&ITGB1
NPB,ADRA2A,NPB_ADRA2A
NPB,MTNR1A,NPB_MTNR1A
NPB,NPBWR1,NPB_NPBWR1
NPB,NPBWR2,NPB_NPBWR2
NPB,GRM7,NPB_GRM7
CCL4L1,GPR42,CCL4L1_GPR42
CCL4L1,FFAR2,CCL4L1_FFAR2
CCL4L1,CCR1,CCL4L1_CCR1
CCL4L1,CCR3,CCL4L1_CCR3
CCL4L1,CCR5,CCL4L1_CCR5
CCL4L1,GPR152,CCL4L1_GPR152
CCL4L1,GPR151,CCL4L1_GPR151
CCL4L1,GPR101,CCL4L1_GPR101
CCL4L1,VSIR,CCL4L1_VSIR
IL1F10,IL1RAP&IL1RL2,IL1F10_IL1RAP&IL1RL2
IL1F10,IL1R1,IL1F10_IL1R1
IL1F10,SIGIRR,IL1F10_SIGIRR
IL1F10,IL1RAPL2,IL1F10_IL1RAPL2
IL1F10,IL1RAPL1,IL1F10_IL1RAPL1
RLN3,RAMP2,RLN3_RAMP2
RLN3,RAMP3,RLN3_RAMP3
RLN3,ADRB2,RLN3_ADRB2
RLN3,ADRA2A,RLN3_ADRA2A
RLN3,ADRB3,RLN3_ADRB3
RLN3,TSHR,RLN3_TSHR
RLN3,VIPR1,RLN3_VIPR1
