ligand,receptor
PLXNB1,SEMA4D
PCDH19,GABRA4
ADORA2A,GNAI1
INSR,PIK3R1
ZNRF3,FZD2
CDH2,CDON
FGF13,SCN10A
CCKBR,GNAS
SRC,FERMT2
PIK3CA_PIK3R1,BTK
WNT2B,FZD3
PCDHA12,ITGB1
TGFBI,ITGA7_ITGB1
ADRA1A,GNAS
PCDHA2,PCDHGA3
KDR,PLCG1
ADRA1B,GNAS
F2RL2,GNA15
WNT9B,CHRNA1
PPBP,OPRD1
CTNND2,CDH3
TLN1,ITGB2
S1PR3,GNAS
SERPINC1,F10
JAK2,MAPK3
ADRB2,GNAQ
CHRM3,GNA15
NUMA1,TUBB3
HTR2C,GNA15
CAV1,SLC1A6
HP,APOA1
WNT5B,LRP5
LCK,CD3G
PTPN13,STK25
AGTR1,GNA15
HRAS,PIK3CG
EDNRA,GNAS
ADORA2B,GNAS
PIK3CA_PIK3R1,PIK3CG
TLN1,ITGA2_ITGB1
EPN1,EGFR
HTR6,GNAS
F2RL1,GNAS
DSCAML1,AQP9
TNF,ADAM17
ADAM17,TNF
PCDHA2,PCDHGB3
PTGDR,GNAS
FGF11,SCN11A
EDNRB,GNAS
PCDHA10,PCDHGA6
PCDHA2,PCDHGA5
ITGB4,PIK3CA_PIK3R1
ITGB1BP1,ITGA2B_ITGB3
LPAR1,GNAI3
WNT10B,FZD1
LCK,PTPRF
PTPRF,LCK
PCDH10,ITGB1
ITGB4,PIK3CB
LCK,CD3E
PTK2,TLN1
TLN1,PTK2
PCDHA10,PCDHGA4
LINGO1,RTN4
IGF1R,PIK3CA_PIK3R1
KDR,PIK3CA_PIK3R1
PTGIR,GNAS
PRKCZ,AQP9
SRC,MPZL1
A2M,MMP2
LPAR1,GNA15
INSR,FABP4
PTPRB,INSR
EGFR,CALM3
INSR,CALM3
MMP25,MMP2
PCDHAC1,ITGB1
LCK,ESR1
SDC4,PRKCA
LYN,MATK
PCDH19,GABRA5
PCDHA7,ITGB1
WNT9B,FZD3
EGFR,ANXA1
SRC,PRKACA
NRCAM,ANK3
TP53,MAPK3
SRC,PDPK1
SRC,MUC1
MUC1,SRC
INSR,CALM2
LCK,CD33
LYN,PRKCD
LPAR4,GNAS
PSEN1,GSK3B
GRK2,PRKACA
BCR,PTPN1
LPAR2,GNAS
RNF43,FZD2
TEK,PIK3R1
CLU,IKBKB
HSPA8,CFTR
PIK3R1,PTK2
PTK2,PIK3R1
FYN,LAT
GRK2,OXTR
LYN,FCGR2A
FGF12,SCN1A
LPAR4,GNAI1
SMO,GNAI1
GRK2,EZR
NCSTN,PSEN2
TNFRSF6B,FASLG
ITGB1BP1,ITGA10_ITGB1
LTBR,TRAF2
ITGA2B_ITGB3,FGB
EZR,PRKCA
FGF12,SCN5A
ADRA2A,GNAI1
EDNRB,GNAI1
HTR1B,GNAI1
DRD3,GNAI1
LPAR1,GNAI1
P2RY12,GNAI1
CTNNB1,SCRIB
GNRH1,AR
ACE,AGT
HSP90AA1,AR
HSP90AB1,AR
KDR,PTK2
LYN,FCGR2B
CASP8,PSEN2
FYN,FCGR2C
SYK,FCGR2C
PPP2R2B,PDPK1
LPAR2,GNA13
RSPO2,FZD4
IL6R,JAK2
ITGB4,PIK3CA
LCK,PIK3CA_PIK3R1
TGFBR1,PIK3CA_PIK3R1
TGFBI,ITGA4_ITGB1
ITGB1BP1,ITGA5_ITGB1
TLN1,ITGA6_ITGB1
PTK2,BMX
HTR6,GNAQ
PTPRG,BTK
WNT7A,LRP5
ITGB1BP1,ITGAV_ITGB2
TLN1,ITGAV_ITGB2
ZFP91,MAP3K14
PTPN11,NRAS
ITGB1BP1,ITGA4_ITGB7
PCDHA6,ITGB1
GRK2,PRKCG
PCDH15,TMC2
CAV1,SLC1A2
SERPINE1,F12
S1PR3,GNA13
TLN1,ITGB6
H4C8,BRD2
SRC,CASP8
CASP8,SRC
PDGFRA,SRC
SMO,GNAT1
SRC,CDK5
FGF13,SCN4A
FYN,PLCG2
PIK3CA_PIK3R1,PIK3CB
PCDHA10,PCDHGC3
CDON,MAPK14
GRM8,GNAS
FYN,PRKCQ
WNT9A,MUSK
H4C8,BRDT
PCDHA13,ITGB1
CDH22,CTNNB1
FZD4,LRP6
PIK3CA_PIK3R1,PIK3CD
PRKCZ,TRAF2
FGF14,SCN4A
SRC,NECTIN2
LFNG,DLL3
WNK3,SLC12A3
SRC,GAK
PCDH19,GABRA1
PTK2,TRIO
SRC,RPS6KB2
CALM3,SCN8A
ESR1,PIK3R2
CALM1,CAMKK1
GNAS,PIK3R1
IFNAR1,PIK3CA_PIK3R1
CD300LB,TYROBP
ITGB1BP1,ITGAL_ITGB2
ADCY1,GNAI2
LYN,CSK
CDH1,LRP6
PCDHA1,ITGB1
CALM2,NOS3
PCDHA3,ITGB1
GFAP,ACTB
FGFR3,PTEN
LPAR3,GNA13
LFNG,JAG1
CDH8,CTNNB1
PTPN6,KCNH2
CDH5,CTNNB1
FGFR2,PTEN
F2,F7
SRC,TGFA
FGF13,SCN9A
FYN,PTPRC
PTPRC,FYN
HRAS,ARAF
SRC,PTPRJ
PTPRJ,SRC
DRD3,GNB5
FYN,RPS6KA3
CTNNB1,TRRAP
NUMA1,TUBA4A
NOG,BMPR1B
PCDHA10,PCDHGA7
SYK,TUBA4A
VASP,PRKACA
NRCAM,ANK2
WLS,WNT3A
ITGB1BP1,ITGAV_ITGB6
PCDH9,ITGB1
FAS,MAP3K5
ADAM17,TGFA
PCDHA2,PCDHGA10
LAMA3_LAMB3_LAMC2,ITGA3_ITGB1
ROR1,SRC
ITGB1BP1,ITGAV_ITGB3
PLAUR,PLAU
FZD5,LRP6
CSF1R,PLCG2
ITGAD_ITGB2,ICAM3
CGB7,LHCGR
ERBB3,PIK3CD
PTAFR,GNAS
ERBB3,PIK3CB
DCC,CACNA1D
TLR4,MAPK14
CDH9,CTNNB1
AGTR1,GNA13
GNB3,PIK3CA
GDNF,NCAM1
BMPR1A,BMPR1B
PRKCZ,NR1H4
EGFR,EPGN
NUMA1,TUBB4B
CXCL1,PRKACA
CDH19,CTNNB1
LPAR3,GNAQ
IL4,PTGS2
PCDHA2,PCDHGA11
CP,SMO
EGFR,EZR
SRC,INPPL1
PRKCI,ECT2
F2,GP1BA_GP1BB_GP5_GP9
HTR1D,GNAI3
ADRA2B,GNAI1
RET,MAPK1
TRAF2,MAP4K2
SRC,HSP90AB1
EDNRB,GNAQ
SSTR2,GNAI1
OPRM1,GNAI1
IL17RA,IL17A
WNK3,WNK1
SRC,CYP19A1
SRC,PTPRE
MMP13,COL2A1
TGFB1,PIK3CA_PIK3R1
PTPN6,NTRK1
JAK2,MAP3K5
ACVR2A,ACVR1
ERBB4,PIK3CG
TGFB1,PIK3R1
NUMA1,TUBB
PTPRB,MAPK1
TNFRSF14,TRAF5
FGF11,SCN2A
PRKCI,EZR
FGF12,SCN4A
ERBB2,ERBB4
FGF11,SCN9A
FGF14,SCN9A
SLIT2,ROBO3
F2RL1,GNAI1
ESR1,PIK3CA_PIK3R1
PCDHA10,PCDHGA5
PCDHA2,PCDHGA4
GJA1,MAPK7
TLN1,ITGAD_ITGB2
TLN1,ITGB7
ITGB1BP1,ITGB8
TP53,VRK1
TGFBR2,PIK3R2
FYN,MAG
CNTNAP2,CNTN1
FYN,MAPK14
H4C8,BRD4
FGG,FN1
SRC,NOS2
TP53,PHB1
FGFR1,ACAT1
SRC,EPHA2
ITGA2B_ITGB3,FGA
FPR1,ANXA1
ITGB1BP1,ITGB2
TBXA2R,GNAQ
ZNRF3,FZD4
VWF,F8
FGF14,SCN5A
GP1BA_GP1BB_GP5_GP9,FLNA
PTPN6,SYK
DRD2,GNB5
TLN1,ITGB8
BCR,YWHAQ
ITGA2B_ITGB3,FGG
FGG,ITGA2B_ITGB3
ERBB4,PIK3CA
APP,MAPK10
LPAR4,GNAQ
AGT,REN
JAK2,ITGB2
SRC,GLRB
SRC,GRIN2B
MMP13,F12
HPN,F7
LCK,CD3D
IGF1R,PIK3R1
CD28,PIK3CG
TNFRSF13B,TNFSF13B
EPGN,ERBB4
CALM3,CAMKK1
SRC,HCN4
ITGAL_ITGB2,ICAM1
SERPINC1,F11
LFNG,DLL1
CDH3,CTNNB1
EGFR,PIK3CA_PIK3R1
TGFBR1,PIK3R2
CALM3,NOS3
LPAR3,GNA15
NOTCH1,DLK2
ARRB2,INPP5D
CTNND1,CDH5
HSP90AA1,TGFBR2
CAV1,LRP6
SRC,CDH5
PTPRG,ERBB2
S1PR3,GNAQ
PDGFRB,SRC
SRC,PDGFRB
S1PR3,GNAI3
LPAR4,GNAI3
CCL3,CCR2
PCDHA4,ITGB1
HSP90AB1,NOD2
LCK,PECAM1
CTNND2,CDH5
ITGB1BP1,ITGB7
PIK3R1,PIK3CB
TJP1,NHS
JAK2,MAPK1
CAV1,SLC1A3
LAMA1_LAMB1_LAMC1,ITGA1_ITGB1
PIK3R1,PIK3CG
ESR1,NCOA1
P2RY12,GNAI3
PCDHA2,PCDHGB4
SRC,MMP14
PCDHA10,PCDHGB2
BTK,BMX
PTPRG,LIMK1
IL1R1,MAPK10
FZD4,LRP5
CD19,PIK3R1
BAMBI,FZD5
CD2AP,ACTB
GCGR,GNAS
PTPRG,PDGFRA
PTAFR,GNAI1
GPC6,PTCH1
PCDH19,GABRA3
LYN,SLAMF1
INSR,PIK3R3
TLN1,ITGA3_ITGB1
MMP3,ACAN
FGF11,SCN5A
GNAS,PLCB1
GNB1,PLCB1
PCDH19,GABRA6
PECAM1,CSK
PIK3R1,BCAR1
EGFR,MAPK3
SRC,SIRT2
PCDHA2,PCDHGC5
WNT9A,FZD3
LINGO1,OMG
PTPRG,DAB1
JAK2,CTLA4
CTNNA3,CTNNB1
CDH7,CTNNB1
SRC,JUP
ADAM9,FGFR2
HRAS,PIK3CA
PTPRG,BMX
FGF12,SCN8A
IGF1R,PIK3C2A
WNT11,LRP6
LPAR3,GNAI3
A2M,MMP9
ZDHHC5,EZH2
ITGB1BP1,ITGAD_ITGB2
CBL,FLT3
ESR1,SRC
SRC,ESR1
SRC,DCC
DCC,SRC
TIMP2,LRP2
PKP2,DSP
FYN,CDK5
SYK,PRKCA
PTPN11,MPZL1
DLG3,GRIN1_GRIN2A
ITGA6,PMP22
EGFR,ABCA1
PIK3CA,KRAS
PIK3R1,PIK3CA
PIK3CA,PIK3R1
ITGAD_ITGB2,VCAM1
GNB3,PIK3CA_PIK3R1
CCND1,HDAC3
CBL,PIK3CA_PIK3R1
TEK,PIK3CA_PIK3R1
TSHR,GNAS
ESR1,PIK3R1
FYN,CAV1
CAV1,FYN
VWF,ADAMTS13
TGFBI,ITGA5_ITGB1
TLN1,ITGA5_ITGB1
PTPRB,GHR
HSP90AA1,NOS3
ITGB1BP1,ITGA6_ITGB1
WNT5B,LRP6
LCK,PRKCQ
TLN1,ITGA8_ITGB1
ITGB1BP1,ITGA9_ITGB1
PTPRF,PLCG1
EGFR,PTK2
F8_F9,F10
PRKCZ,AKT2
PDGFRA,PTK2
TLN1,ITGA9_ITGB1
PTPRG,PRKCD
TLN1,ITGA11_ITGB1
TLN1,ITGAL_ITGB2
ITGB1BP1,ITGAM_ITGB2
AGRN,CHRNB3
WNT16,FZD3
PTPRH,BCAR1
PTK2,CAPN1
SRC,TRIP6
TRIP6,SRC
ADAM12,SRC
SRC,ADAM12
ACTB,PLD1
SYK,PTK2
PTK2,SYK
INSR,PIK3CA
PTPN11,INSR
INSR,CAV1
CBL,CAPN1
ITGA5,CBL
CBL,ITGA5
FYN,SDC4
SDC4,FYN
VASP,PRKCA
ACTN1,LPP
SYK,CTTN
CTTN,SYK
SYK,STAT3
EZR,CAPN1
PTPN6,CBL
ITGB1,PDPK1
ARPC2,ACTB
DAG1,PLCG1
TLN1,PRKCA
PTK2,PLCG1
SRC,PKD1
ACTB,ABL1
PIK3CA,BCAR1
ADAM12,PIK3CA
PIK3CA,ADAM12
CBL,PIK3CA
PIK3CA,CBL
FYN,CSK
CTTN,CAPN1
ITGB1,PTK2
PTK2,ITGB1
FYN,SOS1
ACTN1,PLD1
FYN,PRKCA
PIK3CA,PTK2
PTK2,PIK3CA
PTPN11,FYN
LYN,INPP5D
FLNA,CAPN1
FYN,PIK3CA
VASP,ACTB
EZR,PTK2
PTK2,EZR
ACTB,CTTN
CTTN,ACTB
FLNA,PRKCA
EZR,ACTB
ACTN1,CAPN1
EZR,SLC9A1
LPP,VASP
ITGB1,SRC
SRC,ITGB1
SRC,CBL
CBL,SRC
LYN,PIK3CA
ZYX,VASP
PTPRF,BCAR1
PTK2,PTPRH
PTPRH,PTK2
DAG1,PRKCA
TLN1,CAPN1
VCL,CAPN1
PTK2,GRB7
GRB7,PTK2
INSR,SORBS1
PTPN6,SIRPA
SYK,CRKL
PTPN6,CAPN1
ACTB,PRKCA
PIK3CA,SYK
SYK,PIK3CA
SYK,PTK2B
ITGB1,PRKCA
TLN1,ITGA5
ITGB1,CAPN1
PTK2,SORBS1
SRC,PTPRH
PTPRH,SRC
SRC,CAPN1
ARF1,PLD1
PIK3CA,PTK2B
EZR,SYK
SYK,EZR
ITGA5,PTK2
PTK2,ITGA5
LYN,PRKCA
ITGB1,FYN
FYN,ITGB1
ITGB1,PRKACA
SRC,ITGB6
ITGB6,SRC
PTK2,TRIP6
ITGA6,CSK
ITGAM,CSK
ITGAE,CSK
ITGA2,CSK
LYN,PLAUR
SRC,SOS1
ITGB6,PTK2
PTK2,ITGB6
ITGB8,PTK2
PTK2,ITGB8
ITGB3,ILK
ITGAL,CSK
ITGAX,CSK
CRKL,MAPK8
ITGA8,CSK
LYN,STAT3
FYN,ABL1
ITGB7,PTK2
PTK2,ITGB7
LYN,SRC
SRC,LYN
FYN,PLAUR
ITGB3,PTK2
PTK2,ITGB3
ITGAV,ILK
SRC,ITGB8
ITGB8,SRC
ITGB1,CRKL
ITGB3,PTPN1
ITGA9,CSK
ITGB6,CSK
INSR,PLCG1
LYN,CRKL
ITGA7,CSK
ITGB5,PTK2
PTK2,ITGB5
PTK2,PRKCA
PTK2,STAT3
ITGB5,CSK
ITGB4,CSK
ITGB7,CSK
FYN,SRC
SRC,FYN
FYN,NEDD9
SRC,ITGB5
ITGB5,SRC
ITGB4,PTK2
PTK2,ITGB4
ITGA5,CSK
PTK2,PKD1
ITGA4,CSK
ACTN1,SRC
FYN,STAT3
ITGA10,CSK
FYN,FLNA
ITGB3,PTK2B
SRC,ITGB7
ITGB7,SRC
MSN,SYK
SYK,MSN
SRC,SDCBP
ITGAD,CSK
PTPN11,GRB7
ITGB2,CSK
SRC,ITGB4
ITGB4,SRC
ITGA11,CSK
ITGB3,CSK
SYK,ITGB3
ITGB1,CSK
ITGA3,CSK
ITGA1,CSK
INSR,CRKL
ITGB8,CSK
PTK2,CTTN
CTTN,PTK2
PIK3CA,PDPK1
MSN,SLC9A1
ITGB2,PTK2B
ITGA4,PTK2
PTK2,PAK1
ITGAV,CSK
SYK,ITGB2
HRAS,MAPK8
CBL,ITGAV
ITGAV,PTK2
PTK2,ITGAV
FYN,ITGB3
ITGB2,PTK2
PTK2,ITGB2
CAV1,MMP14
INSR,RACK1
FYN,CASP8
PTK2,CD47
LYN,ACTB
PRNP,CAV1
PTK2,VCL
INSR,SRC
CAV1,SOS1
INSR,CEACAM1
CCL3L3,CCR3
CCL4L2,ACKR2
EGFR,CDH1
DDR2,COL1A1
DDR1,COL2A1
EGFR,DCN
NOTCH2,DLL4
NOTCH3,DLL4
EPHA3,EFNA2
EPHA1,EFNA3
EPHB2,EFNA5
EPHB6,EFNB1
ERBB2,EFNB1
EPHA4,EFNB2
EPHB6,EFNB2
EPHB2,EFNB3
EPHB4,EFNB3
EPHB6,EFNB3
FGFR1,FGF9
FGFR2,FGF9
FGFR4,FGF9
SPN,ICAM1
CD9,IL16
ITGAL_ITGB2,ICAM2
ITGAL_ITGB2,ICAM3
FGFR1,NCAM1
CD96,NECTIN2
FLT1,PGF
SCD5,PTPRJ
PLXND1,SEMA4A
DCBLD2,SEMA4B
PLXNB2,SEMA4C
CD72,SEMA4D
MET_PLXNB1,SEMA4D
MET_PLXNB3,SEMA5A
PLXNA4,SEMA6A
ERBB4,TGFA
TGFB1,SCD5
TNFRSF18,TNFSF18
TNFRSF8,TNFSF8
ITGAL,ICAM3
ITGB2,ICAM3
FGFR1,MMP2
CAV1,TGFB1
SELL,SELPLG
TGFBR1,GNB3
PECAM1,EFNB2
GRM5,EFNB2
EPHA6,EFNB2
GRM1,EFNB2
CD46,C3
NOTCH4,JAG1
PLXNA2,SEMA6A
CD47,THBS1
CD36,THBS1
PTPRM,CDH1
PTPRF,CDH1
ITGB1,LGALS3BP
EGFR,TNC
F11R,CGN
IFNA13,CR2
SCUBE2,SHH
HMMR,HAS2
CD44,HAS2
NEO1,RGMB
GPIHBP1,LPL
TBXA2R,GNAI2
CXCR2,GNAI2
DRD2,GNAI2
TSHR,GNAI2
TREM2,SEMA6D
PLXNA1,SEMA6D
EPHB1,EFNA5
CNTNAP2,CNTN2
RHAG,ICAM4
DPP4,FN1
NRP2,SEMA4F
TBXA2R,TGM2
EPHB1,EFNA1
EPHB1,EFNA3
EPHB2,L1CAM
RECK,MMP9
NRXN1,RPH3A
HFE,TF
RTN4R,RTN4
NGFR,APP
PROCR,PROC
OPRD1,GNAI2
TRAF2,TNFSF4
MTNR1B,GNAI2
CD81,GPC3
SELP,CD34
LRP2,LRPAP1
LRP2,CUBN
KDR,SEMA6D
KDR,COL18A1
CNTNAP1,RTN4
ERBB2,SEMA4D
ERBB2,HLA-A
ERBB2,HSP90B1
ERBB2,L1CAM
ERBB2,HSP90AA1
EGFR,NRG1
EGFR,HSP90AA1
ADRA2A,GNAI2
LHCGR,GNAS
CXCR1,GNAI2
DCHS1,FAT4
LRP8,RELN
CHRM1,GNAI2
ITGAL,ICAM2
TFRC,TF
DPP4,CXCL12
DPP4,ADA
FGFR2,NCAM1
ROBO1,NCAM1
ITGAX_ITGB2,ICAM1
ITGAL_ITGB2,F11R
PLXNB2,SEMA4G
CCL4L2,CCR1
CCL4L2,CCR3
EPHB6,EFNA5
F3,F10
ADRA2B,GNAI2
AGTR2,GNAI2
EGFR,GNAI2
KLRD1,HLA-E
DAG1,LAMA2
HTR2C,LIN7C
ROBO3,NCAM1
ST14,PLAU
SELL,PODXL2
RPSA,PRND
PTPRJ,SDC2
TYROBP,SEMA6D
CD14,TLR2
EGFR,AXL
CDHR2,KIRREL1
MPDZ,F11R
EGFR,IGF1R
TNFRSF11B,ARMH4
ERBB2,CDC37
EGFR,EPHA2
EFNB2,HIDE1
EGFR,AR
IL12RB1,IL23R
EGFR,MET
EGFR,FLT1
PARD3,F11R
TEK,TIE1
KIT,CD63
NTRK1,APP
TJP3,F11R
JAK2,BTK
F2R,F2RL1
CDH1,MET
GGT2P,CD81
ACVR2A,ACVRL1
ERBB3,IL6ST
F2R,PARD3
CCR5,CXCR4
ACP4,VSTM2B
HYCC2,ENG
CORIN,KIRREL1
CCR5,CD4
MT-RNR2,CNTFR_IL27RA_IL6ST
IGF1R,MET
PRLR,EMC1
ERBB2,PLXNB1
VSIR,VSIG8
EPHA2,PTK2
TGFBR1,OCLN
KL,FGFR3
KIT,CD81
EFNB3,HIDE1
ERBB3,PA2G4
EPOR,BTK
KIT,CD9
EFNB1,SRC
MST1R,MET
EPOR,CRKL
EFNB1,LVRN
ITGAM_ITGB2,ICAM1
PLAUR,LRP1B
EGFR,ITGB4
DCN,TGFB1
LVRN,VSIG8
KL,FGFR4
TJP1,F11R
L1CAM,LVRN
ERBB2,SRC
CD82,MET
ERBB2,STUB1
SEMA4F,VSIR
F11R,ULBP3
ROBO3,F11R
CLUL1,GPR55
MANSC1,GPR55
MSMB,GPR55
SPAG11B,GPR55
SST,MRGPRX2
TAC1,MRGPRX2
PNP,CNTFR
CRLF1,IL6ST
CRLF1,LIFR
IL2RB,IL2RA
IL2RA,IL2RG
DUSP18,ITGB8
NRP1,PLXNA1
L1CAM,NRP1
TGFBR1,TGFBR3
L1CAM,PLXNA1
ROBO3,ROBO1
EPHB1,EPHB6
HPGDS,PTGDR2
INHBB,BAMBI
LAMA5,CD151
LAMB1,CD151
ADM,CALCRL_RAMP2
ANGPT1,ITGAV_ITGB5
APP_BACE1_PSEN1,FPR2
APP_BACE1,TNFRSF21
ITGA4_ITGB1,CD14
CLCF1_CRLF1,CNTFR
CCN2,ITGA2B_ITGB3
CCN2,ITGA5_ITGB1
CCN2,ITGAM_ITGB2
CCN2,ITGAV_ITGB3
CX3CL1,ITGA4_ITGB1
CX3CL1,ITGAV_ITGB3
CCN1,ITGA2B_ITGB3
CCN1,ITGA6_ITGB1
CCN1,ITGAD_ITGB2
CCN1,ITGAM_ITGB2
CCN1,ITGAV_ITGB3
DAG1,LAMB1
DAG1,LAMB2
DAG1,LAMC1
DAG1,LAMC2
EDIL3,ITGA5_ITGB1
ESM1,ITGAL_ITGB2
FGG,ITGAV_ITGB3
FN1,ITGAD_ITGB2
HLA-A,KLRD1
KLRD1,HLA-A
ITGAD_ITGB2,ICAM1
ICAM1,ITGAD_ITGB2
ITGA2B_ITGB3,ICAM4
ICAM4,ITGA2B_ITGB3
ITGA4_ITGB1,ICAM4
ICAM4,ITGA4_ITGB1
ITGAV_ITGB3,ICAM4
ICAM4,ITGAV_ITGB3
ITGA5_ITGB1,L1CAM
ITGAV_ITGB3,PECAM1
PECAM1,ITGAV_ITGB3
LGALS3,PTPRK
MDK,ITGB2
MMP9,ITGAM_ITGB3
SI,PDGFRA
SI,PDGFRB
PLG,ITGAD_ITGB2
SPP1,ITGA4_ITGB7
TGFB1,ITGAV_ITGB1
TGFB1,ITGAV_ITGB3
TGFB1,ITGAV_ITGB5
TGFB1,ITGAV_ITGB8
THBS1,ITGA6_ITGB1
THBS1,CALR_LRP1
VTN,ITGAD_ITGB2
CCL3L3,CCR4
RLF,RXFP2
PENK,MRGPRX4
PLG,LRP2
CCL22,ACKR1
FYN,FCGR2B
SRC,KIF11
EGFR,PPARD
FYN,CD3E
SRC,SLC6A4
GRK2,ADRA1D
JAK1,SIRT1
FYN,FLOT1
EGFR,GNAI1
EGFR,CTNNB1
CTNNB1,EGFR
CDKN2A,ATR
INSR,PTEN
ARRB2,MAPK1
SRC,SLC11A1
SRC,FCRL3
SRC,STING1
LYN,ABL1
GRK2,TBXA2R
PRKCZ,NR0B2
ACVRL1,ENG
SRC,MDM2
FAM20C,PCSK7
PRKCI,AMOT
SRC,USP2
GRK2,OPRL1
GRK2,CHRM2
LYN,IKBKB
FGFR2,MAPK3
EGFR,IKBKE
GRK2,NPFFR2
SRC,FLOT1
TNFRSF1A,IKBKB
PRKCZ,HMGB1
FYN,PRKAA2
LYN,PTEN
EGFR,KCND3
GRK2,ADRB2
GRK2,SLC9A5
SRC,ENG
GRK2,RAPGEF3
PRKCZ,NCOA3
SRC,GSK3B
LCK,SLAMF1
SRC,HDAC3
SRC,ARHGEF2
LCK,ITGB2
EGFR,GPRC5A
SRC,NPHP1
EGFR,KCNN1
FYN,PLXNA2
NUMA1,AURKA
KIT,PHB1
PRKCZ,CTNNB1
FYN,SCN9A
LCK,BTLA
SRC,CCR7
PRKCZ,PARD6A
SRC,PBK
FGFR1,ITGB4
PRKCI,PARD3
GRK2,EDNRA
TYRO3,MLKL
SRC,PANX1
FYN,CD226
AXL,LYN
FYN,CLIC5
SRC,TLR3
LCK,TIGIT
SRC,PLD2
SRC,MEGF10
PA2G4,CDK2
PTK2,HDAC5
SYK,CFTR
LYN,CASP8
FYN,PTPRT
FYN,APP
SRC,WNK4
GRK2,FZD6
SRC,CD46
SRC,SDC1
FGFR3,RPS6KA3
SRC,ATP1A1
LCK,MAPK14
WNK4,CLDN7
GRK2,IGF1R
PRKCZ,PTEN
TYK2,RACK1
FGFR1,RPS6KA3
MET,PARP1
JAK1,CD274
SRC,AGTR1
FYN,CD300LF
CDK4,SRC
SRC,CDK4
FYN,BSG
JAK2,PAK1
EGFR,PPARG
SRC,SDC2
SDC2,SRC
PDGFRB,MUC1
IGF1R,ANXA2
FYN,ERBB2
SRC,GRIN1
FGFR3,CILK1
SRC,LPP
EGFR,PKM
PIK3CA,RPS6KB1
MET,PBK
SRC,KDR
KDR,SRC
PRKCI,ROCK1
SRC,BCKDK
SRC,NR1H4
LYN,PTGS2
SRC,CASP9
FYN,PECAM1
CDK4,KAT2A
GRK5,MSN
SRC,SYNJ2
CDH1,SRC
SRC,CDH1
SRC,L1CAM
SRC,TFRC
SYK,PIP5K1B
PRKCZ,NFE2L2
JAK1,EIF2AK3
LYN,SLCO1B1
AR,MAPK3
INSR,PHB1
PRKCZ,AGER
SRC,SLC25A4
FYN,RTN4
SRC,PLCG2
SRC,SDC4
GRK5,HDAC6
FAM20C,PCSK9
SRC,HLA-B
MST1R,GJB1
SRC,HCRTR1
SRC,PRMT5
SRC,PKP3
EGFR,KCNJ4
IGF1R,PTH1R
ACP4,ERBB4
PTPRC,CD247
PTPRF,CTNNB1
PTPRF,MET
DUSP18,MAPK8
EPOR,PTPN1
PTPN13,MBP
PTPRO,NTRK3
PTPRO,EPHA4
PTPRO,EPHB2
PTPRU,EGFR
PTPRU,CTNNB1
PTPRB,TEK
TEK,PTPRB
FYN,PTPRE
PTPRZ1,NTRK1
PTPRJ,OCLN
PTPRJ,CTNND1
PTPRJ,TJP1
PTPRJ,LYN
FYN,PTPRJ
PTPRJ,FYN
PTPRJ,CBL
PTPRK,CTNNB1
PTPRM,CTNND1
PTPRT,CDH1
PTPRT,CTNND1
EGFR,PTPRS
PTPRS,EGFR
PTPRS,NTRK1
PTPRS,NTRK2
PTPN6,NOS1
PTPN6,CD33
PTPN6,ESR1
PTPN11,MAP3K4
PTPN11,SELE
PTPN11,KDR
IGF1R,ADRB2
GRK2,PDGFRB
LYN,CSNK2A1
SRC,ADAM15
BCR,HCK
GRK2,TUBB3
TYROBP,SYK
SYK,TYROBP
SRC,CD33
PRKCI,RPS6KB2
PRKCZ,RPS6KB2
GRK2,HRH1
BCR,AFDN
SYK,CD3E
WNK4,OXSR1
FN1,ITGB5
PDGFRB,GRB7
SRC,F2RL2
ERBB2,PIK3R2
ERBB3,PIK3R2
EGFR,IRS4
ERBB2,IRS4
SRC,EFS
JAK2,PLCG1
ERBB3,JAK2
JAK2,PIK3R1
ERBB2,DAB1
ERBB3,DAB1
EGFR,CRKL
NTRK1,PTPN1
FYN,ADAM15
FYN,CD2
EGFR,FES
GHR,PLCG1
GHR,PIK3R1
FGFR1,PLCG1
FGFR1,ERBB3
ERBB3,SRC
AFDN,SRC
EGFR,PLCG2
ERBB2,PLCG2
PIK3R1,PLCG2
ERBB3,PLCG1
PTPN6,EPOR
ERBB2,JAK1
IL6R,JAK1
JAK1,IL6R
SYK,PIK3R1
SRC,FCGR2B
SRC,FCGR2C
ERBB2,STAT3
ERBB2,MATK
ERBB2,TEC
ERBB2,TXK
ERBB3,TXK
EGFR,ZAP70
ERBB3,ZAP70
SYK,PIK3R2
EGFR,SYK
ERBB2,SYK
SYK,FGR
ERBB3,SYK
ERBB4,SYK
ERBB2,CRKL
ERBB3,CRKL
EGFR,BMX
ERBB2,BMX
ERBB3,JAK3
RPS27A,MDM2
FYN,CNTNAP1
PIK3R1,SOS1
ERBB2,ITK
ERBB3,ITK
ERBB4,PIK3R2
ERBB4,CRKL
NTRK3,PTPN1
EGFR,PIK3R3
ERBB2,PIK3R3
ERBB3,PIK3R3
SRC,MAP4K1
EGFR,CISH
ERBB2,CISH
EGFR,SH2B3
ERBB2,SH2B3
ERBB3,SH2B3
EGFR,TLN1
ERBB2,TLN1
GRK5,ARRB1
GRK2,CCR5
DDR1,CDK1
DDR1,CDK2
SRC,TNK2
FYN,CTNND1
