,ligand,receptor,Source,evidence,type,LR
1345,LAMA3,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA3_ITGA9&ITGB1
1346,LAMA4,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA4_ITGA9&ITGB1
1347,LAMA5,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA5_ITGA9&ITGB1
1348,LAMB1,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB1_ITGA9&ITGB1
1349,LAMB2,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB2_ITGA9&ITGB1
1350,LAMB3,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB3_ITGA9&ITGB1
1351,LAMC1,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC1_ITGA9&ITGB1
1352,LAMC2,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC2_ITGA9&ITGB1
1353,LAMC3,ITGA9&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC3_ITGA9&ITGB1
1354,COL1A1,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A1_ITGA10&ITGB1
1355,COL1A2,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A2_ITGA10&ITGB1
1356,COL2A1,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL2A1_ITGA10&ITGB1
1357,COL4A1,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A1_ITGA10&ITGB1
1358,COL4A2,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A2_ITGA10&ITGB1
1359,COL4A3,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A3_ITGA10&ITGB1
1360,COL4A4,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A4_ITGA10&ITGB1
1361,COL4A5,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A5_ITGA10&ITGB1
1362,COL4A6,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A6_ITGA10&ITGB1
1363,COL6A1,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A1_ITGA10&ITGB1
1364,COL6A2,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A2_ITGA10&ITGB1
1365,COL6A3,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A3_ITGA10&ITGB1
1366,COL6A5,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A5_ITGA10&ITGB1
1367,COL6A6,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A6_ITGA10&ITGB1
1368,COL9A1,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A1_ITGA10&ITGB1
1369,COL9A2,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A2_ITGA10&ITGB1
1370,COL9A3,ITGA10&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A3_ITGA10&ITGB1
1371,COL1A1,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A1_ITGA11&ITGB1
1372,COL1A2,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A2_ITGA11&ITGB1
1373,COL2A1,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL2A1_ITGA11&ITGB1
1374,COL4A1,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A1_ITGA11&ITGB1
1375,COL4A2,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A2_ITGA11&ITGB1
1376,COL4A3,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A3_ITGA11&ITGB1
1377,COL4A4,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A4_ITGA11&ITGB1
1378,COL4A5,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A5_ITGA11&ITGB1
1379,COL4A6,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A6_ITGA11&ITGB1
1380,COL6A1,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A1_ITGA11&ITGB1
1381,COL6A2,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A2_ITGA11&ITGB1
1382,COL6A3,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A3_ITGA11&ITGB1
1383,COL6A5,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A5_ITGA11&ITGB1
1384,COL6A6,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A6_ITGA11&ITGB1
1385,COL9A1,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A1_ITGA11&ITGB1
1386,COL9A2,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A2_ITGA11&ITGB1
1387,COL9A3,ITGA11&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A3_ITGA11&ITGB1
1388,FN1,ITGAV&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_ITGAV&ITGB1
1389,VTN,ITGAV&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,VTN_ITGAV&ITGB1
1390,DSPP,ITGAV&ITGB1,CellChat,KEGG: hsa04512,ECM-Receptor,DSPP_ITGAV&ITGB1
1391,FN1,ITGA4&ITGB7,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_ITGA4&ITGB7
1392,FN1,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_ITGAV&ITGB3
1393,VTN,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,VTN_ITGAV&ITGB3
1394,VWF,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,VWF_ITGAV&ITGB3
1395,TNC,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNC_ITGAV&ITGB3
1396,TNR,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNR_ITGAV&ITGB3
1397,TNN,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNN_ITGAV&ITGB3
1398,TNXB,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNXB_ITGAV&ITGB3
1399,IBSP,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,IBSP_ITGAV&ITGB3
1400,THBS1,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,THBS1_ITGAV&ITGB3
1401,THBS2,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,THBS2_ITGAV&ITGB3
1402,THBS3,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,THBS3_ITGAV&ITGB3
1403,THBS4,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,THBS4_ITGAV&ITGB3
1404,COMP,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,COMP_ITGAV&ITGB3
1405,DMP1,ITGAV&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,DMP1_ITGAV&ITGB3
1406,FN1,ITGA2B&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_ITGA2B&ITGB3
1407,VTN,ITGA2B&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,VTN_ITGA2B&ITGB3
1408,VWF,ITGA2B&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,VWF_ITGA2B&ITGB3
1409,TNC,ITGA2B&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNC_ITGA2B&ITGB3
1410,TNR,ITGA2B&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNR_ITGA2B&ITGB3
1411,TNN,ITGA2B&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNN_ITGA2B&ITGB3
1412,TNXB,ITGA2B&ITGB3,CellChat,KEGG: hsa04512,ECM-Receptor,TNXB_ITGA2B&ITGB3
1413,VTN,ITGAV&ITGB5,CellChat,KEGG: hsa04512,ECM-Receptor,VTN_ITGAV&ITGB5
1414,IBSP,ITGAV&ITGB5,CellChat,KEGG: hsa04512,ECM-Receptor,IBSP_ITGAV&ITGB5
1415,TNC,ITGAV&ITGB6,CellChat,KEGG: hsa04512,ECM-Receptor,TNC_ITGAV&ITGB6
1416,TNR,ITGAV&ITGB6,CellChat,KEGG: hsa04512,ECM-Receptor,TNR_ITGAV&ITGB6
1417,TNN,ITGAV&ITGB6,CellChat,KEGG: hsa04512,ECM-Receptor,TNN_ITGAV&ITGB6
1418,TNXB,ITGAV&ITGB6,CellChat,KEGG: hsa04512,ECM-Receptor,TNXB_ITGAV&ITGB6
1419,FN1,ITGAV&ITGB6,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_ITGAV&ITGB6
1420,DSPP,ITGAV&ITGB6,CellChat,KEGG: hsa04512,ECM-Receptor,DSPP_ITGAV&ITGB6
1421,VTN,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,VTN_ITGAV&ITGB8
1422,FN1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_ITGAV&ITGB8
1423,LAMA1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA1_ITGAV&ITGB8
1424,LAMA2,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA2_ITGAV&ITGB8
1425,LAMA3,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA3_ITGAV&ITGB8
1426,LAMA4,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA4_ITGAV&ITGB8
1427,LAMA5,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA5_ITGAV&ITGB8
1428,LAMB1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB1_ITGAV&ITGB8
1429,LAMB2,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB2_ITGAV&ITGB8
1430,LAMB3,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB3_ITGAV&ITGB8
1431,LAMC1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC1_ITGAV&ITGB8
1432,LAMC2,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC2_ITGAV&ITGB8
1433,LAMC3,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC3_ITGAV&ITGB8
1434,COL1A1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A1_ITGAV&ITGB8
1435,COL1A2,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A2_ITGAV&ITGB8
1436,COL2A1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL2A1_ITGAV&ITGB8
1437,COL4A1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A1_ITGAV&ITGB8
1438,COL4A2,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A2_ITGAV&ITGB8
1439,COL4A3,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A3_ITGAV&ITGB8
1440,COL4A4,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A4_ITGAV&ITGB8
1441,COL4A5,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A5_ITGAV&ITGB8
1442,COL4A6,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A6_ITGAV&ITGB8
1443,COL6A1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A1_ITGAV&ITGB8
1444,COL6A2,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A2_ITGAV&ITGB8
1445,COL6A3,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A3_ITGAV&ITGB8
1446,COL6A5,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A5_ITGAV&ITGB8
1447,COL6A6,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A6_ITGAV&ITGB8
1448,COL9A1,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A1_ITGAV&ITGB8
1449,COL9A2,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A2_ITGAV&ITGB8
1450,COL9A3,ITGAV&ITGB8,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A3_ITGAV&ITGB8
1451,LAMA1,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA1_ITGA6&ITGB4
1452,LAMA2,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA2_ITGA6&ITGB4
1453,LAMA3,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA3_ITGA6&ITGB4
1454,LAMA4,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA4_ITGA6&ITGB4
1455,LAMA5,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA5_ITGA6&ITGB4
1456,LAMB1,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB1_ITGA6&ITGB4
1457,LAMB2,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB2_ITGA6&ITGB4
1458,LAMB3,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB3_ITGA6&ITGB4
1459,LAMC1,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC1_ITGA6&ITGB4
1460,LAMC2,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC2_ITGA6&ITGB4
1461,LAMC3,ITGA6&ITGB4,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC3_ITGA6&ITGB4
1462,FN1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_CD44
1463,COL1A1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A1_CD44
1464,COL1A2,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A2_CD44
1465,COL2A1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL2A1_CD44
1466,COL4A1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A1_CD44
1467,COL4A2,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A2_CD44
1468,COL4A3,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A3_CD44
1469,COL4A4,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A4_CD44
1470,COL4A5,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A5_CD44
1471,COL4A6,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A6_CD44
1472,COL6A1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A1_CD44
1473,COL6A2,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A2_CD44
1474,COL6A3,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A3_CD44
1475,COL6A5,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A5_CD44
1476,COL6A6,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A6_CD44
1477,COL9A1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A1_CD44
1478,COL9A2,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A2_CD44
1479,COL9A3,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A3_CD44
1480,LAMA1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA1_CD44
1481,LAMA2,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA2_CD44
1482,LAMA3,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA3_CD44
1483,LAMA4,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA4_CD44
1484,LAMA5,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA5_CD44
1485,LAMB1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB1_CD44
1486,LAMB2,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB2_CD44
1487,LAMB3,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB3_CD44
1488,LAMC1,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC1_CD44
1489,LAMC2,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC2_CD44
1490,LAMC3,CD44,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC3_CD44
1491,COL1A1,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A1_SDC1
1492,COL1A2,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A2_SDC1
1493,COL2A1,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL2A1_SDC1
1494,COL4A1,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A1_SDC1
1495,COL4A2,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A2_SDC1
1496,COL4A3,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A3_SDC1
1497,COL4A4,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A4_SDC1
1498,COL4A5,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A5_SDC1
1499,COL4A6,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A6_SDC1
1500,COL6A1,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A1_SDC1
1501,COL6A2,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A2_SDC1
1502,COL6A3,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A3_SDC1
1503,COL6A5,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A5_SDC1
1504,COL6A6,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A6_SDC1
1505,COL9A1,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A1_SDC1
1506,COL9A2,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A2_SDC1
1507,COL9A3,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A3_SDC1
1508,FN1,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_SDC1
1509,TNC,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,TNC_SDC1
1510,TNR,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,TNR_SDC1
1511,TNN,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,TNN_SDC1
1512,TNXB,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,TNXB_SDC1
1513,THBS1,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,THBS1_SDC1
1514,THBS2,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,THBS2_SDC1
1515,THBS3,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,THBS3_SDC1
1516,THBS4,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,THBS4_SDC1
1517,COMP,SDC1,CellChat,KEGG: hsa04512,ECM-Receptor,COMP_SDC1
1518,COL1A1,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A1_SDC4
1519,COL1A2,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A2_SDC4
1520,COL2A1,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL2A1_SDC4
1521,COL4A1,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A1_SDC4
1522,COL4A2,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A2_SDC4
1523,COL4A3,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A3_SDC4
1524,COL4A4,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A4_SDC4
1525,COL4A5,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A5_SDC4
1526,COL4A6,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A6_SDC4
1527,COL6A1,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A1_SDC4
1528,COL6A2,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A2_SDC4
1529,COL6A3,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A3_SDC4
1530,COL6A5,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A5_SDC4
1531,COL6A6,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A6_SDC4
1532,COL9A1,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A1_SDC4
1533,COL9A2,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A2_SDC4
1534,COL9A3,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COL9A3_SDC4
1535,FN1,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,FN1_SDC4
1536,TNC,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,TNC_SDC4
1537,TNR,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,TNR_SDC4
1538,TNN,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,TNN_SDC4
1539,TNXB,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,TNXB_SDC4
1540,THBS1,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,THBS1_SDC4
1541,THBS2,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,THBS2_SDC4
1542,THBS3,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,THBS3_SDC4
1543,THBS4,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,THBS4_SDC4
1544,COMP,SDC4,CellChat,KEGG: hsa04512,ECM-Receptor,COMP_SDC4
1545,LAMA1,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA1_SV2A
1546,LAMA2,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA2_SV2A
1547,LAMA3,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA3_SV2A
1548,LAMA4,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA4_SV2A
1549,LAMA5,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA5_SV2A
1550,LAMB1,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB1_SV2A
1551,LAMB2,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB2_SV2A
1552,LAMB3,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB3_SV2A
1553,LAMC1,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC1_SV2A
1554,LAMC2,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC2_SV2A
1555,LAMC3,SV2A,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC3_SV2A
1556,LAMA1,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA1_SV2B
1557,LAMA2,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA2_SV2B
1558,LAMA3,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA3_SV2B
1559,LAMA4,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA4_SV2B
1560,LAMA5,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA5_SV2B
1561,LAMB1,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB1_SV2B
1562,LAMB2,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB2_SV2B
1563,LAMB3,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB3_SV2B
1564,LAMC1,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC1_SV2B
1565,LAMC2,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC2_SV2B
1566,LAMC3,SV2B,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC3_SV2B
1567,LAMA1,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA1_SV2C
1568,LAMA2,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA2_SV2C
1569,LAMA3,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA3_SV2C
1570,LAMA4,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA4_SV2C
1571,LAMA5,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMA5_SV2C
1572,LAMB1,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB1_SV2C
1573,LAMB2,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB2_SV2C
1574,LAMB3,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMB3_SV2C
1575,LAMC1,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC1_SV2C
1576,LAMC2,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC2_SV2C
1577,LAMC3,SV2C,CellChat,KEGG: hsa04512,ECM-Receptor,LAMC3_SV2C
1578,THBS1,CD36,CellChat,KEGG: hsa04512,ECM-Receptor,THBS1_CD36
1579,THBS2,CD36,CellChat,KEGG: hsa04512,ECM-Receptor,THBS2_CD36
1580,THBS3,CD36,CellChat,KEGG: hsa04512,ECM-Receptor,THBS3_CD36
1581,THBS4,CD36,CellChat,KEGG: hsa04512,ECM-Receptor,THBS4_CD36
1582,COMP,CD36,CellChat,KEGG: hsa04512,ECM-Receptor,COMP_CD36
1583,VWF,GP1BA&GP1BB&GP5&GP9,CellChat,KEGG: hsa04512,ECM-Receptor,VWF_GP1BA&GP1BB&GP5&GP9
1584,COL1A1,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A1_GP6
1585,COL1A2,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL1A2_GP6
1586,COL2A1,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL2A1_GP6
1587,COL4A1,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A1_GP6
1588,COL4A2,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A2_GP6
1589,COL4A3,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A3_GP6
1590,COL4A4,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A4_GP6
1591,COL4A5,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A5_GP6
1592,COL4A6,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL4A6_GP6
1593,COL6A1,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A1_GP6
1594,COL6A2,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A2_GP6
1595,COL6A3,GP6,CellChat,KEGG: hsa04512,ECM-Receptor,COL6A3_GP6
